,created_at,favorites,retweets,text,tweet_id,user_id,user_name,user_screen_name
0,1584485719000.0,0,0,"Time to throw that brick away
#Apple #AAPL https://twitter.com/lifehacker/status/1240048761633738758 …",1240049100776771592,1212562602401751040,📰ICE-H News,1212562602401751040
1,1584482554000.0,1,0,"An Analyst predicts AAPL's rebound at the end of the year as stocks jump by nearly 5%

#AAPL #Stocks #Applepic.twitter.com/sBNehNtAVJ",1240035828300222464,1208146912005808129,The Tech Cloud,1208146912005808129
2,1584481963000.0,0,0,"$SPY

CNN - Fear & Greed Index
Extreme Fear = 4

#es_f $spx #trading #futures #cme #mes_f #markets $spy #aapl #OptionsTradingpic.twitter.com/BwKHNbxsYZ",1240033346039820288,1485856448,Spider*Man,1485856448
3,1584481891000.0,2,0,"$SPY

Barchart
Tue- Stock Market Leaders By Price Volume

#es_f $spx #trading #futures #cme #mes_f #markets $spy #aapl #OptionsTradingpic.twitter.com/XxyasjuVHk",1240033046054744064,1485856448,Spider*Man,1485856448
4,1584481826000.0,2,1,"$SPY

Barchart
Tue - Unusual Stocks Options Activity

#es_f $spx #trading #futures #cme #mes_f #markets $spy #aapl #OptionsTradingpic.twitter.com/cP6rOvh6la",1240032773659922435,1485856448,Spider*Man,1485856448
5,1584480625000.0,8,0,"$AAPL #AAPL This chart is a little ominous 

https://chrt.biz/AAPL/1396weu9nb/chart …",1240027733825994754,969571031030616071,TrendSpider,969571031030616071
6,1584480482000.0,0,0,"Apple Inc price at close, 2020-03-17, is 254.505. #apple #AAPL",1240027136058175488,2321091087,Apple Stock Bot,2321091087
7,1584480347000.0,0,0,"$SPY Support and Resistance (Pivots) for Wed 3/18/20:

$FB $AMZN $AAPL
$GOOG $TSLA $C
$BAC $BMY $IBB
$MSFT $NFLX $NVDA $JNJ
#stocks #pivots #markets #daytrading #watchlist #charts #aapl #ATHS $spx #spy #tsla #fb #bac #celg #ibb #msft #nvda #JnJ #c #AMZNpic.twitter.com/FC4bKNYAnr",1240026569155977216,1485856448,Spider*Man,1485856448
8,1584479208000.0,0,0,AAPL Stock Chart (Apple) $AAPL #AAPL https://www.marketbeat.com/stocks/NASDAQ/AAPL/ …,1240021793244577792,1129001805164240898,MI$$ B!TCO!N,1129001805164240898
9,1584478832000.0,0,0,held support   - #AAPL chart http://www.tradingview.com/chart/AAPL/EgETBP6w-held-support/ …,1240020213459894273,1075907037438115842,JUICY TRADEZ,1075907037438115842
10,1584478382000.0,1,0,"$AAPL:AAPL-1HR Looking Apple bounce....in the correction. 
#Fang #Apple #AAPL #options #Stock #stocktowatch #investing #trading #daytrading #stockmarket #Elliottwave #elliottwavepic.twitter.com/YaNCXJoNVO",1240018328569229312,81482072,umesh,81482072
11,1584476150000.0,0,0,"$AAPL finds buyers again around 238.40: https://techniquant.com/reports/stock-aapl-daily-technical-analysis-report-for-2020-03-17/ …
Sentiment: Bullish #AAPL #Apple",1240008967197204480,931115585790009346,TQ Equities,931115585790009346
12,1584475644000.0,0,0,Wonder if #AAPL computer sales have jumped with so many people transitioning into a work from home environment? #Apple,1240006842346082308,51320350,Jeff,51320350
13,1584473385000.0,0,0,$AAPL still good for correlation trading  - #AAPL chart http://www.tradingview.com/chart/AAPL/dCfknLfL-AAPL-still-good-for-correlation-trading/ …,1239997371217412096,16627810,Hlib Kozak,16627810
