,created_at,favorites,retweets,text,tweet_id,user_id,user_name,user_screen_name
0,1584401518000.0,1,1,"#AAPL
Last hope at $ 239
Now 3 consecutive close below $ 239+ weekly close if happens will take to 210-200 level.
▬In just 5 weeks and 1 session it had lost market cap of $ 372 billion !!! pic.twitter.com/0Ale6Z0yGt",1239695935904436224,745492782609928192,"Dr.Anirudh Sethi ,PhD",745492782609928192
1,1584399076000.0,0,0,"The Dow Jones $DJI broke the last rising bottom. Next target is 16857
#shootingstar #Diamond #patterns #options #StockMarket #SPX500 #DJIA #TSLA #AAPL #goog #spy #Stock #EURUSD #GBPCHF #oil #gas $spx $rut $comp $mu $es_f $ym_f $cl_f $SI_f $GC_fpic.twitter.com/M6h3zf209H",1239685694534139904,2973236233,😊 وغالبا مروق,2973236233
2,1584398147000.0,0,0,"Next target for #BA is $ 111 

Never expected
#shootingstar #Diamond #patterns #options #StockMarket #SPX500 #DJIA #TSLA #AAPL #goog #spy #Stock #EURUSD #GBPCHF #oil #gas $spx $rut $comp $mu pic.twitter.com/5HshPAAPompic.twitter.com/y0AYN9c67E",1239681800009584641,2973236233,😊 وغالبا مروق,2973236233
3,1584393670000.0,0,0,"Apple Inc price at close, 2020-03-16, is 249.4626. #apple #AAPL",1239663019724017665,2321091087,Apple Stock Bot,2321091087
4,1584389928000.0,0,0,"$AAPL crashes, losing $35.76 (-12.86%) within a single day: https://techniquant.com/reports/stock-aapl-daily-technical-analysis-report-for-2020-03-16/ …
Sentiment: Slightly bearish #AAPL #Apple",1239647323430490118,931115585790009346,TQ Equities,931115585790009346
5,1584387206000.0,0,0,$AAPL French antitrust authorities fine Apple $1.2B for anti-competitive behavior http://tinyurl.com/qo7dbsh  via @proactive_ca #AAPL,1239635907059363845,1566263078,Angela Harmantas,1566263078
6,1584386640000.0,0,1,"$SMME SmartMetric Announces It Has Commenced Production After Supply Chain Issues Have Now Been Resolved  https://finance.yahoo.com/news/smartmetric-announces-commenced-production-supply-180800619.html … @frontpagestocks @JediJazz22 @stockzeus @GotOTCdotcom
#Google #Amazon #AMZN #FB #AAPL #MSFT #ORCL #IBM #Netflix #Microsoft #DowJones #NASDAQ #CMEpic.twitter.com/bChmVWpFgi",1239633533078925312,1083567738264576000,FRONTPAGESTOCKS ARMY📢,1083567738264576000
7,1584386580000.0,1,0,"$SMME SmartMetric Announces It Has Commenced Production After Supply Chain Issues Have Now Been Resolved  https://finance.yahoo.com/news/smartmetric-announces-commenced-production-supply-180800619.html … @frontpagestocks @JediJazz22 @stockzeus @GotOTCdotcom
#Google #Amazon #AMZN #FB #AAPL #MSFT #ORCL #IBM #Netflix #Microsoft #DowJones #NASDAQ #CMEpic.twitter.com/dyCHCZ1vXv",1239633281630351361,1023968897567866881,FRONTPAGESTOCKS SOLDIER❗,1023968897567866881
8,1584385826000.0,6,1,I've seen this before #AAPL pic.twitter.com/ZGf7tFTWpW,1239630118349307908,939273531568873473,Btcharlatan,939273531568873473
9,1584384267000.0,0,0,1 hour charts for all 78 instruments are available for members viewing http://ow.ly/fxGQG  #ElliottWave #Forex #Indices #Commodities #stocks #etf's #SPX #NKD_F #YM_F #TF_F #ES_F #NQ_F #USDX #EURUSD #GBPUSD #CL_F #XAUUSD #AAPL #Tradingpic.twitter.com/wBdZqOHdoN,1239623582327746566,79233326,Elliottwave Forecast,79233326
10,1584379960000.0,1,0,"On a side note! Wishing you, all #Apple employees safe wishes & good health in weeks ahead. Closing @Apple physical #Retail was strategic move, following similar decision in China, Europe, etc... While #AAPL continues to  plunge, I’ve purchased more.  Surly, this is bottom?!? https://twitter.com/RonaldVining/status/1239599933143035906 …pic.twitter.com/HkkexdrhCH",1239605516998868993,42135331,Ron Vining,42135331
11,1584378262000.0,0,0,Earnings summary of #Apple #AAPL $AAPL https://www.finscreener.com/title/earnings?&idcp=4775 …,1239598396316561409,975337043944407040,Finscreener.com,975337043944407040
12,1584376443000.0,0,0,#stockmarketcrash Stocks were overvalued out the ass so this is no surprise. Would love to hear some calls or puts people are making. Finally I can buy more #AAPL,1239590766877392898,1140856442502578176,ScobbyDob🧢,1140856442502578176
13,1584373361000.0,2,0,So you dont have to be positioned overnight to make a good day...sometimes coming in flat provides a clarity of thot to execute precisely ! #AAPL #SPX $SPX #spy,1239577837125894146,764581375403884544,Nattyland Trader,764581375403884544
14,1584373323000.0,0,0,$AAPL French antitrust authorities fine Apple $1.2B for anti-competitive behavior http://tinyurl.com/tmhpfvj  via @proactive_NA #AAPL,1239577679663370240,198835982,Proactive USA,198835982
15,1584369757000.0,0,0,https://www.marketbeat.com/n/4300382/  France fines Apple $1.2 billion for anti-competitive acts $AAPL #AAPL #Technology,1239562723861712899,935657036527951872,MarketBeat,935657036527951872
16,1584369737000.0,0,1,France fines Apple $1.2 billion for anti-competitive acts $AAPL #AAPL #Technology http://zpr.io/tSNPg ,1239562637127622658,992182100,MarketBeat,992182100
17,1584367742000.0,1,0,"AAPL Stock Down 12.26% in Premarket, Apple Fined $1.2B by French Antitrust Authorities
https://www.coinspeaker.com/apple-aapl-stock-down-fined/ …
#Apple #AAPL pic.twitter.com/k4oEaokqMi",1239554269537320960,2379303330,Coinspeaker,2379303330
18,1584367465000.0,1,0,"Selling out when @VP was put in charge seems like it was a prudent call. 

#aapl #Nike #investing #wallstreetbets",1239553108318892032,1235034913390252034,BiPolarBarefootInvestor,1235034913390252034
19,1584367383000.0,1,0,Got #AAPL calls for 10cents just closed it for 80cents...wow!,1239552764516196358,764581375403884544,Nattyland Trader,764581375403884544
20,1584401518000.0,1,1,"#AAPL
Last hope at $ 239
Now 3 consecutive close below $ 239+ weekly close if happens will take to 210-200 level.
▬In just 5 weeks and 1 session it had lost market cap of $ 372 billion !!! pic.twitter.com/0Ale6Z0yGt",1239695935904436224,745492782609928192,"Dr.Anirudh Sethi ,PhD",745492782609928192
